bookID,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5,eng,32,4,1,01/01/2002,Teaching Resources
4014,The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,3.94,eng,32,50,6,9/15/2006,Kingfisher
4108,I Blink: And Other Questions About My Body,Brigid Avison,3.92,eng,32,36,1,4/25/2003,Kingfisher
4352,Hello! Is That Grandma?,Ian Whybrow,3.53,eng,32,57,14,05/07/2007,Alison Green Books
4606,Sailor Moo: Cow at Sea,Lisa Wheeler,4.07,eng,32,161,41,07/01/2002,Atheneum/Richard Jackson Books
4704,Ocean Star Express,Mark Haddon,3.57,eng,32,1,0,07/01/2002,HarperCollins UK
4808,Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg,3.53,eng,32,1,0,09/01/2003,Children's Press(CT)
4945,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,4.32,eng,32,65,10,09/01/1996,Child's Play International
4947,One Hundred Hungry Ants,Elinor J. Pinczes,4.05,eng,32,2114,166,9/27/1999,HMH Books for Young Readers
4963,Merry Christmas  Stinky Face,Lisa McCourt,3.97,eng,32,20,3,10/01/2004,Scholastic
4964,Love You Until--,Lisa McCourt,4.5,eng,32,4,0,12/03/2005,Paulist Press
5027,I Love Saturdays y domingos,Alma Flor Ada,4.05,eng,32,34,10,09/01/2004,Atheneum Books for Young Readers
5402,"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas,4.39,eng,32,1004,130,4/23/1990,William Morrow & Company  Inc.
6332,Dirty Beasts,Roald Dahl,4.01,eng,32,4075,121,10/14/2002,Puffin Books
6668,The Enormous Crocodile,Roald Dahl,3.78,eng,32,13986,525,3/24/2003,Puffin
6694,The Giraffe and the Pelly and Me,Roald Dahl,3.82,eng,32,17232,713,11/29/2001,Puffin
6919,Baby's Alphabet,Jean Marzollo,3.75,eng,32,4,0,08/01/2002,Roaring Brook Press
8012,Mr. Impossible,Roger Hargreaves,3.95,eng,32,614,29,8/24/1998,Price Stern Sloan
8014,Mr. Bump,Roger Hargreaves,4.03,eng,32,1701,74,3/23/1998,Price Stern Sloan
8019,Little Miss Birthday,Roger Hargreaves,4.02,eng,32,207,11,01/11/2007,Price Stern Sloan
8021,Little Miss Lucky,Roger Hargreaves,3.82,eng,32,291,21,11/22/1999,Price Stern Sloan
8032,Mr. Jelly and the Pirates,Roger Hargreaves,3.82,eng,32,87,12,05/10/2007,Price Stern Sloan
8044,Grandma Baa (Easy Peasy People),Roger Hargreaves,4.12,eng,32,6,0,10/14/1989,Random House for Young Readers
8048,Bill Buzz,Roger Hargreaves,4.67,eng,32,2,0,10/14/1989,Random House for Young Readers
8051,Gary Grizzle,Roger Hargreaves,4.33,eng,32,3,0,10/14/1989,Random House for Young Readers
8053,Charlie Oink,Roger Hargreaves,4.33,eng,32,3,0,10/14/1989,Random House  for Young Readers
8073,Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett,4.16,eng,32,124141,2038,04/01/1982,Atheneum Books for Young Readers
8074,The Wind Thief,Judi Barrett,3.8,eng,32,4,1,01/01/1977,Atheneum Books
8077,Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,Judi Barrett,4.11,eng,32,0,0,10/30/1991,Live Oak Media
8227,Winter Days in the Big Woods,Laura Ingalls Wilder,4.28,eng,32,1538,59,9/15/1995,HarperCollins
8230,Winter on the Farm,Laura Ingalls Wilder,4.15,eng,32,424,25,09/06/1997,Winter on the Farm (My First Little House)
8256,Christmas in the Big Woods,Laura Ingalls Wilder,4.2,eng,32,2142,72,9/20/1997,HarperCollins
8290,The Deer in the Wood,Laura Ingalls Wilder,4.17,eng,32,324,23,1/16/1999,HarperCollins
8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss,4.15,eng,32,1371,205,7/25/2006,G.P. Putnam's Sons Books for Young Readers
9171,Time for Ballet,Adèle Geras,3.72,eng,32,69,13,3/30/2004,Dial
10118,Saint George and the Dragon,Margaret Hodges,4.18,eng,32,6935,389,09/04/1990,Little  Brown Books for Young Readers
10340,Giraffes Can't Dance,Giles Andreae,4.3,eng,32,15,3,06/01/2006,Orchard Books
10347,The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),David A. Ufer,3.87,eng,32,37,9,06/01/2006,Arbordale Publishing
11668,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach,4.02,eng,32,92,5,03/01/1978,Holt  Rinehart and Winston  Inc.
12155,The Bake Shop Ghost,Jacqueline K. Ogburn,4.27,eng,32,252,53,7/25/2005,HMH Books for Young Readers
12201,Stopping by Woods on a Snowy Evening,Robert Frost,4.4,eng,32,9205,322,9/24/2001,Dutton Children's Books
12328,How To Draw The Legend Of Zelda    (troll),Michael Teitelbaum,4.21,eng,32,61,7,02/01/2004,Scholastic
12558,The Moon Lady,Amy Tan,3.97,eng,32,1388,64,11/01/1995,Aladdin
13173,A Little Prairie House,Laura Ingalls Wilder,4.19,eng,32,1561,45,3/21/1999,HarperCollins
13215,Life Doesn't Frighten Me,Maya Angelou,4.41,eng,32,1246,164,02/06/1996,Harry N. Abrams
13797,Suki's Kimono,Chieri Uegaki,4.19,eng,32,645,123,09/01/2005,Kids Can Press
14063,The Legend of the Poinsettia,Tomie dePaola,4.19,eng,32,2401,115,10/06/1997,Puffin Books
14403,The Story of Ruby Bridges,Robert Coles,4.43,eng,32,11403,605,06/01/2004,Scholastic Paperbacks
15168,Orville: A Dog Story,Haven Kimmel,4.13,eng,32,159,39,9/22/2003,Clarion Books
16175,Queen of the Scene,Queen Latifah,4.06,eng,32,94,18,9/26/2006,HarperCollins
16963,The Hello  Goodbye Window,Norton Juster,3.87,eng,32,8898,1311,4/26/2005,Little  Brown Books for Young Readers
17294,Butterfly Suits (Disney's Little Einsteins),Marcy Kelman,3.68,eng,32,26,4,09/01/2006,Disney Press
17548,An Old-Fashioned Thanksgiving,Louisa May Alcott,3.71,eng,32,659,87,08/01/2005,HarperCollins Publishers
17557,The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,Louisa May Alcott,3.91,eng,32,29,0,09/01/2000,Capstone Press
17581,Pioneer Girl: The Story of Laura Ingalls Wilder,William   Anderson,4.14,eng,32,440,36,02/02/2000,HarperCollins
17600,Homemade Love,bell hooks,4.18,eng,32,222,33,12/23/2002,Jump At The Sun
18419,The Kissing Hand,Audrey Penn,4.43,eng,32,57737,1628,10/15/1993,Tanglewood
18438,Time For Kids: Butterflies!,David Bjerklie,3.97,eng,32,21,0,2/21/2006,HarperCollins
19040,No More Water in the Tub!,Tedd Arnold,3.95,eng,32,214,38,12/01/1998,Puffin Books
19041,Big Red Tub,Julia Jarman,4.03,eng,32,241,29,12/01/2004,Orchard
19313,Christmas in Noisy Village,Astrid Lindgren,4.18,eng,32,830,41,10/29/1981,Puffin Books
19318,The Tomten,Astrid Lindgren,4.24,eng,32,1599,109,10/06/1997,The Putnam & Grosset Group
19331,Beatrix Potter's Journal,Beatrix Potter,4.36,eng,32,350,42,10/19/2006,Warne
20424,Clown,Quentin Blake,3.98,eng,32,384,47,9/15/1998,Henry Holt and Co. (BYR)
20429,A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban,4.18,eng,32,76,11,10/01/2006,David R. Godine
20692,Chester's Way,Kevin Henkes,4.22,eng,32,5218,294,9/22/1997,Greenwillow Books
20694,Julius  the Baby of the World,Kevin Henkes,4.28,eng,32,6697,348,9/21/1995,Greenwillow Books
21107,The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do,Mymi Doinet,2,eng,32,1,1,08/01/2002,Chronicle Books
22208,Hush! A Thai Lullaby,Minfong Ho,4.03,eng,32,1315,197,03/01/2000,Scholastic Inc.
23186,Bugs for Lunch/Insectos para el almuerzo,Margery Facklam,3.78,spa,32,4,1,07/01/2002,Charlesbridge
23378,Counting Christmas,Karen Katz,3.53,eng,32,154,26,10/01/2003,Margaret K. McElderry Books
24183,Charlotte's Web: Wilbur Finds a Friend,Jennifer Frantz,4.13,eng,32,64,9,10/31/2006,HarperCollins
24904,A Birthday for Frances,Russell Hoban,4.24,eng,32,2256,71,06/06/2002,Harper Collins
24908,How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),Russell Hoban,4.29,eng,32,307,42,10/01/2006,David R. Godine
25282,Man Who Tricked a Ghost,Laurence Yep,3.83,eng,32,39,6,9/13/1997,Troll Communications
25286,The Dragon Prince: A Chinese Beauty & the Beast Tale,Laurence Yep,3.93,eng,32,355,44,01/09/1999,HarperCollins
25809,The Ring Bearer,Laura Godwin,3.44,eng,32,17,2,2/20/2006,Disney-Hyperion
26214,Big Anthony and the Magic Ring,Tomie dePaola,4.1,eng,32,462,35,4/25/1979,HMH Books for Young Readers
26481,The Cats In Krasinski Square,Karen Hesse,4.13,eng,32,955,195,08/01/2004,Scholastic Press
26860,Michael's Golden Rules,Deloris Jordan,3.93,eng,32,83,22,1/23/2007,Simon  Schuster/Paula Wiseman Books
27579,Boy  Were  We Wrong About Dinosaurs!,Kathleen V. Kudlinski,3.93,eng,32,254,73,9/22/2005,Dutton Books for Young Readers
28158,A Picture Book of Thomas Jefferson (Picture Book Biographies) (Picture Book Biography),David A. Adler,3.75,eng,32,14,4,03/01/1991,Holiday House
28873,Dragonology (Ologies  #1),Dugald A. Steer,4.11,eng,32,7726,221,10/13/2003,Candlewick Press
29019,The Twelve Terrors of Christmas,John Updike,4.23,eng,32,2552,103,05/01/2006,Pomegranate Communications
29724,Fantastic! Wow! and Unreal!: A Book About Interjections and Conjunctions,Ruth Heller,4.22,eng,32,84,11,10/23/2000,Puffin Books
31488,The Rainbow Goblins,Ul De Rico,4.42,eng,32,1417,149,6/17/1978,Thames  Hudson
31615,The Polar Express,Chris Van Allsburg,4.3,eng,32,88,13,10/19/2005,HMH Books for Young Readers
32197,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46,eng,32,11,1,04/01/1988,Dover Publications
32300,The Berenstain Bears and the Blame Game,Stan Berenstain,3.87,eng,32,745,28,10/07/1997,Random House Books for Young Readers
32929,Goodnight Moon,Margaret Wise Brown,4.28,eng,32,276426,4975,1/23/2007,HarperCollins
32936,Goodnight Moon 123: A Counting Book (Over the Moon),Margaret Wise Brown,3.57,eng,32,198,22,07/01/2007,HarperCollins Publishers
33614,The Fourth of July Story,Alice Dalgliesh,4.03,eng,32,261,19,06/01/1995,Aladdin
33615,Fourth of July Mice!,Bethany Roberts,3.24,eng,32,126,16,5/24/2004,Clarion Books
33705,Does God Know How to Tie Shoes?,Nancy White Carlstrom,4.2,eng,32,0,0,1/31/1997,William B. Eerdmans Publishing Company
34153,Climb the Family Tree  Jesse Bear!,Nancy White Carlstrom,3.49,eng,32,63,9,07/01/2004,Aladdin
34154,What a Scare  Jesse Bear,Nancy White Carlstrom,3.47,eng,32,104,21,3/21/2012,Aladdin
34505,A Tourist Guide to Lancre,Terry Pratchett,4.06,eng,32,1640,19,05/01/1998,Transworld Publishers
34524,Where's My Cow? (Discworld  #34.5),Terry Pratchett,4.11,eng,32,9116,294,10/01/2005,Doubleday
34687,Koko's Kitten,Francine Patterson,4.3,eng,32,963,92,06/01/1987,Scholastic Press
35313,La Ley del Exito,Paramahansa Yogananda,4.44,spa,32,0,0,06/01/1998,Self-Realization Fellowship Publishers
35459,Star Wars:  Revenge of the Sith Incredible Cross-Sections,Curtis Saxton,4.21,eng,32,100,4,04/02/2005,DK Children
35835,Dear Peter Rabbit,Alma Flor Ada,4.13,eng,32,7,0,01/01/2006,Aladdin Paperbacks
36216,Fergus and the Night-Demon,Jim  Murphy,3.69,eng,32,81,18,9/18/2006,Clarion Books
36268,The Pizza That We Made,Joan Holub,3.54,eng,32,60,12,09/10/2001,Penguin Young Readers
37377,On the Night You Were Born,Nancy Tillman,4.36,eng,32,12837,505,10/17/2006,Feiwel & Friends
37379,The Night at the Museum,Milan Trenc,3.91,eng,32,817,34,11/01/2006,B.E.S. Publishing
38547,Mosquito Bite,Alexandra Siy,3.51,eng,32,72,19,02/01/2006,Charlesbridge
39476,Stephen Biesty's Incredible Explosions,Stephen Biesty,4.41,eng,32,30,2,07/01/1996,DK Publishing (Dorling Kindersley)
40790,Thirteen Moons on Turtle's Back,Joseph Bruchac,4.08,eng,32,318,40,8/25/1997,Puffin Books
40792,One Tiny Turtle,Nicola Davies,4.13,eng,32,518,102,6/14/2005,Candlewick Press
40821,The Turtle and the Monkey,Paul Galdone,3.74,eng,32,58,6,9/24/1990,Clarion Books
41044,Day and Night,Better Homes and Gardens,0,eng,32,0,1,03/01/1989,Meredith Corporation
41488,Ghost Ship: A Cape Cod Story,Mary Higgins Clark,3.73,eng,32,353,38,04/03/2007,Simon  Schuster/Paula Wiseman Books
43072,A Picture Book of Anne Frank,David A. Adler,4.18,eng,32,217,70,01/01/1993,Holiday House
43130,It's Winter,Linda Glaser,3.64,eng,32,88,14,09/01/2002,First Avenue Editions (Tm)
44186,The Monster at the End of this Book,Jon Stone,4.44,eng,32,114297,2565,05/11/2004,Golden Books
44585,Firefighters in the Dark,Dashka Slater,3.6,eng,32,89,17,10/02/2006,HMH Books for Young Readers
44787,P. J. Funnybunny Camps Out,Marilyn Sadler,3.87,eng,32,169,16,2/22/1994,Random House Books for Young Readers
45193,Treasure Island #2: Off to Sea (Easy Reader Classics),Catherine Nichols,4.17,eng,32,6,0,5/28/2006,Sterling
19125,From Far Away,Robert Munsch,4,eng,33,219,21,02/01/1995,Annick Press
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,eng,34,2,0,1/30/1989,Bryn Mawr Commentaries
31160,The Earth and Its Peoples: Volume II,Richard W. Bulliet,4.07,eng,34,9,0,05/09/2005,Cengage Learning
10417,Hands Are Not for Hitting (Ages 4-7),Martine Agassi,4.04,eng,35,309,45,02/01/2001,Free Spirit Publishing
24614,The Handbook (The Encheiridion),Epictetus,4.23,eng,35,708,57,06/01/1983,Hackett Publishing Company  Inc.
7783,Oh Say Can You Say?,Dr. Seuss,4.01,eng,36,5868,162,11/01/2005,London : Collins  2004.
8023,Mr. Happy,Roger Hargreaves,3.98,eng,36,1,0,4/30/2004,Egmont Children's Books
8060,Madame Je-Sais-Tout,Roger Hargreaves,3.77,fre,36,1,0,5/31/1997,Hachette
8767,Touch & Feel: Animals Boxed Set,Jennifer Quasha,4.04,eng,36,24,3,2/15/2003,DK Publishing
19546,野獸國 (漢聲精選世界最佳兒童圖畫書．心理成長類  #36),Maurice Sendak,4.22,zho,36,27,4,03/01/1987,英文漢聲出版股份有限公司
43129,Winter (Four Seasons  #4),Núria Roca,3.82,eng,36,7,1,6/30/2004,Barron's Educational Series
39733,Almond Cookies & Dragon Well Tea,Cynthia Chin-Lee,3.89,eng,37,9,0,05/01/1993,Polychrome Publishing Corporation
8246,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder,3.99,eng,39,143,18,10/13/1998,Doubleday Books for Young Readers
36425,The American Flag (Symbols of America),Debra Hess,4,eng,39,3,0,01/01/2004,Cavendish Square Publishing
1853,Wild About Books,Judy Sierra,4.17,eng,40,4541,378,08/10/2004,Alfred A. Knopf Books for Young Readers
4602,Dooby Dooby Moo,Doreen Cronin,4.1,eng,40,7823,250,08/08/2006,Atheneum Books for Young Readers
5202,The Treasure Hunt: A Little Bill Book,Bill Cosby,3.34,eng,40,364,18,09/01/1997,Cartwheel
5209,The Meanest Thing To Say,Bill Cosby,3.54,eng,40,990,55,09/01/1997,Cartwheel
5212,The Best Way to Play: A Little Bill Book,Bill Cosby,3.49,eng,40,405,17,09/01/1997,Cartwheel
6316,Charlie and the Chocolate Factory (Abridged),Roald Dahl,3.86,eng,40,12,2,06/02/2005,Puffin
7266,O Is for Old Dominion: A Virginia Alphabet,Pamela Duncan Edwards,3.76,eng,40,20,5,9/30/2005,Sleeping Bear Press
7609,Nacho and Lolita,Pam Muñoz Ryan,3.97,eng,40,34,5,10/01/2005,Scholastic Press
8013,Mr. Christmas,Roger Hargreaves,3.65,eng,40,202,17,9/14/2006,Price Stern Sloan
8233,Summertime in the Big Woods,Laura Ingalls Wilder,4.18,eng,40,867,31,02/02/2000,HarperCollins
8285,A Little House Birthday,Laura Ingalls Wilder,4.14,eng,40,453,17,09/05/1998,HarperCollins
8768,Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis,4.16,eng,40,4171,518,7/31/2007,HarperCollins
9632,Switch on the Night,Ray Bradbury,4.13,eng,40,198,12,9/14/2004,Dragonfly Books
10414,Do Not Open This Book,Michaela Muntean,3.9,eng,40,547,185,03/01/2006,Scholastic Press
10939,Ya Sé Que Te Quiero,Billy Crystal,4.19,spa,40,0,0,04/11/2006,Rayo
13664,Catwings (Catwings #1),Ursula K. Le Guin,4.09,eng,40,6598,600,05/01/2003,Orchard Books
18486,Frankenstein Makes a Sandwich,Adam Rex,4.21,eng,40,1911,276,09/01/2006,Harcourt
19542,Where the Wild Things Are,Maurice Sendak,4.22,eng,40,8704,483,12/26/2012,HarperCollins
20687,Lilly's Big Day,Kevin Henkes,4.2,eng,40,3177,205,3/28/2006,Greenwillow Books
21315,Diary of a Spider,Doreen Cronin,4.25,eng,40,8134,292,7/26/2005,HarperCollins
21342,Math Fables,Greg Tang,4.03,eng,40,0,0,01/01/1949,Scholastic Inc.
24119,M Is for Mayflower: A Massachusetts Alphabet,Margot Theis Raven,4,eng,40,27,4,10/01/2002,Sleeping Bear Press
24124,William Shakespeare’s: Romeo and Juliet (Shakespeare Retellings  #4),Bruce Coville,3.97,eng,40,179,17,10/01/1999,Dial Books
24172,Amelia's Notebook (Amelia's Notebooks  #1),Marissa Moss,4.01,eng,40,5305,166,02/01/2006,Simon  Schuster/Paula Wiseman Books
25112,Common Ground: The Water  Earth  and Air We Share,Molly Bang,3.74,eng,40,98,29,10/01/1997,Blue Sky Press
25553,The Best Bug Parade,Stuart J. Murphy,3.51,eng,40,85,16,3/27/1996,HarperCollins
27520,Katy and the Big Snow (Book & Cassette),Virginia Lee Burton,4.24,eng,40,0,0,8/30/1999,Houghton Mifflin Harcourt
29026,The Twelve Dancing Princesses,Marianna Mayer,4.32,eng,40,86,9,10/19/1998,HarperCollins
33616,Apple Pie 4th of July,Janet S. Wong,3.72,eng,40,325,104,05/01/2006,HMH Books for Young Readers
34055,If: A Father's Advice to His Son,Rudyard Kipling,4.39,eng,40,581,37,3/27/2007,Atheneum Books for Young Readers
35958,Sagwa  the Chinese Siamese Cat,Amy Tan,4.03,eng,40,995,57,09/01/2001,Aladdin Paperbacks
36421,The Star-Spangled Banner (Symbols of America),Debra Hess,4,eng,40,1,0,01/01/2003,Cavendish Square Publishing
36422,The Liberty Bell (Symbols of America),Debra Hess,3.83,eng,40,4,0,01/01/2003,Cavendish Square Publishing
36423,The Statue of Liberty (Symbols of America),Debra Hess,4,eng,40,1,0,01/01/2003,Cavendish Square Publishing
36424,The White House (Symbols of America),Debra Hess,4,eng,40,3,2,01/01/2004,Cavendish Square Publishing
38528,Cookies: Bite-Size Life Lessons,Amy Krouse Rosenthal,4.18,eng,40,1162,185,05/02/2006,HarperCollins
39106,Rosa,Nikki Giovanni,4.35,eng,40,6097,635,10/01/2005,Henry Holt and Co. (BYR)
39876,The OK Book,Amy Krouse Rosenthal,3.96,eng,40,1019,189,4/24/2007,HarperCollins
40106,Beatrice's Goat,Page McBrier,4.25,eng,40,546,113,07/01/2004,Aladdin
41861,John  Paul  George & Ben,Lane Smith,4.21,eng,40,3500,393,04/01/2006,Little  Brown Books for Young Readers
42410,The Easter Rabbit's Parade,Lois Lenski,3,eng,40,29,7,1/27/2004,Random House Books for Young Readers
43128,Winter Is the Warmest Season,Lauren Stringer,3.9,eng,40,408,83,10/01/2006,Harcourt
45052,The Mini Zen Gardening Kit,Daniel Abdal-Hayy Moore,3.16,eng,40,14,1,09/04/2000,RP Minis
13666,Wonderful Alexander and the Catwings,Ursula K. Le Guin,4.13,eng,42,21,1,09/01/1994,Orchard Books
39969,A Long Way from Chicago (Saddleback's Focus on Reading Study Guides),Lisa S.  French,4,eng,42,1,0,08/05/2006,Saddleback Educational Publishing  Inc.
5937,Love,Pablo Neruda,4.46,eng,43,1333,68,6/16/1995,Miramax Books
10575,Stationary Bike,Stephen King,3.54,eng,44,3035,167,07/01/2006,Simon & Schuster Audio
18005,How I Became a Pirate,Melinda Long,4.08,eng,44,24098,586,09/01/2003,HMH Books for Young Readers
34320,Operation Spy School (Adam Sharp  #4),George E. Stanley,3.8,eng,44,0,0,9/23/2003,Random House Books for Young Readers
2236,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,3.62,eng,46,55,7,01/01/2002,Simple Productions
5966,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear,3.65,eng,46,71,8,11/01/1995,Maxima New Media
22344,Creatures of the Night,Neil Gaiman,3.83,eng,46,1706,171,12/27/2004,Dark Horse Books
24893,That's Silly,William Sleator,3.6,eng,46,5,2,4/14/1981,Dutton Books
30575,The Atlantis Dialogue,Plato,3.77,eng,46,34,3,01/01/2001,Shepard Publications
34187,The Brooklyn Bridge (Wonders of the World),Elizabeth Mann,4.44,eng,46,37,6,09/12/2006,Mikaya Press
40807,Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,Richard D. Bartlett,3.8,eng,46,20,4,02/01/2003,B.E.S. Publishing
51,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes,4,eng,48,36,2,8/28/1994,Teacher Created Resources
177,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello,4,eng,48,17,0,9/28/1991,Teacher Created Resources
237,Poetry for Young People: Edward Lear,Edward Lear,3.91,eng,48,66,19,10/01/2001,Sterling
2817,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle,3.98,eng,48,235,4,03/07/2000,Shaw
3340,The Story of Salt,Mark Kurlansky,4.08,eng,48,382,85,09/07/2006,G.P. Putnam's Sons Books for Young Readers
3348,The Cod's Tale,Mark Kurlansky,3.91,eng,48,127,25,09/10/2001,G.P. Putnam's Sons Books for Young Readers
3520,The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.43,eng,48,26,5,04/09/2002,Random House Books for Young Readers
4359,How Much is That Guinea Pig in the Window?,Joanne Rocklin,4,eng,48,27,7,10/01/1995,Scholastic  Inc.
4608,CliffsNotes on Heller's Catch-22,Charles A. Peek,3.55,eng,48,37,1,12/31/1975,Cliffs Notes
